nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0000843,Anne Bancroft,1931,2005,"actress,soundtrack,director","tt0119223,tt0061722,tt0076843,tt0056241"
nm0251262,Forstine Ehobor,\N,\N,actress,tt0170635
nm0740015,Roberto Rondelli,1963,\N,"actor,composer","tt4621872,tt1467273,tt2558004,tt0170635"
nm0581103,Mario Merola,1934,2006,"actor,soundtrack,miscellaneous","tt0081663,tt0078995,tt0082139,tt0082637"
nm0855587,Eleonora Teriaca,\N,\N,actress,"tt0120277,tt0170635"
nm0028265,Marit Andreassen,1966,\N,"actress,soundtrack","tt0480498,tt7280898,tt0896420,tt0429342"
nm1374535,Marit Synnøve Berg,\N,\N,"actress,soundtrack","tt1337366,tt23240298,tt2377081,tt2829458"
nm0117561,Trond Brænne,1953,2013,"actor,writer","tt2409952,tt5012102,tt0219139,tt0106002"
nm0993013,Kjersti Fjeldstad,\N,\N,actress,"tt5170828,tt5044332,tt1010265,tt28455574"
nm0000553,Liam Neeson,1952,\N,"actor,producer,soundtrack","tt1601913,tt0429493,tt0108052,tt0362269"
nm0000113,Sandra Bullock,1964,\N,"producer,actress,soundtrack","tt1041829,tt1454468,tt0212346,tt0111257"
nm0001624,Oliver Platt,1960,\N,"actor,producer","tt0182789,tt1190080,tt0108333,tt0139414"
nm0959242,José Zúñiga,1965,\N,actor,"tt1648190,tt0435705,tt0106246,tt1099212"
nm0000250,Renée Zellweger,1969,\N,"actress,producer,soundtrack","tt0116695,tt0243155,tt0299658,tt0159365"
nm0000151,Morgan Freeman,1937,\N,"actor,producer,soundtrack","tt0114369,tt0468569,tt0405159,tt0097239"
nm0001674,Chris Rock,1965,\N,"producer,actor,writer","tt0351283,tt2784678,tt0398165,tt0325537"
nm0001427,Greg Kinnear,1963,\N,"actor,producer,writer","tt0114319,tt0119822,tt0128853,tt0449059"
nm0001718,Kyra Sedgwick,1965,\N,"actress,producer,director","tt0458253,tt0114496,tt0361127,tt0117333"
nm0001555,Rob Morrow,1962,\N,"actor,director,producer","tt0110932,tt0098878,tt0246072,tt0433309"
nm0005375,Lela Rochon,1964,\N,"actress,producer","tt0114885,tt0146838,tt0120724,tt0118900"
nm0001546,Mary Tyler Moore,1936,2017,"actress,soundtrack,producer","tt0062362,tt0054533,tt0065314,tt0081283"
nm0001796,Richard Thomas,1951,\N,"actor,director,producer","tt0080421,tt0099864,tt0185014,tt0068149"
nm0566572,Maureen McCormick,1956,\N,"actress,soundtrack,producer","tt6918654,tt0075485,tt0063878,tt0118487"
nm0001367,C. Thomas Howell,1966,\N,"actor,producer,director","tt0091209,tt0087985,tt0083866,tt0086066"
nm0000397,Corey Feldman,\N,\N,"actor,producer,soundtrack","tt0093437,tt0092005,tt0089218,tt0096734"
nm0098578,Talia Botone,1966,\N,"actress,stunts,make_up_department","tt0162902,tt0272036,tt0163246,tt0120696"
nm0164053,Jane Clark,\N,\N,"producer,director,writer","tt1128219,tt1575539,tt1709694,tt2384022"
nm0324910,Reese Golchin,\N,\N,"actor,director,writer","tt0976097,tt5774204,tt0083936,tt0172854"
nm0343128,Kristina Gronseth,\N,\N,actress,"tt0134699,tt0406370,tt0172854,tt0202360"
nm0000429,Melanie Griffith,1957,\N,"actress,producer","tt0086984,tt0096463,tt0117107,tt0091983"
nm0001151,Stephen Dorff,1973,\N,"actor,producer,soundtrack","tt0120611,tt1253864,tt1421051,tt0469641"
nm0001860,Alicia Witt,1975,\N,"actress,soundtrack,music_department","tt0087182,tt0146336,tt0411061,tt0408985"
nm0004978,Adrian Grenier,1976,\N,"actor,producer,director","tt0212720,tt0458352,tt1674771,tt0387199"
nm0001605,Amanda Peet,1972,\N,"actress,writer,producer","tt0309698,tt1190080,tt0391304,tt0190138"
nm0887144,Brian Van Holt,1969,\N,"actor,director","tt0257076,tt0814164,tt0264395,tt0265086"
nm0009017,Jonathan Abrahams,\N,\N,"producer,writer,actor","tt1001558,tt1714204,tt0804503,tt2402061"
nm0053474,Zorie Barber,\N,\N,"actor,writer,producer","tt4836300,tt0113872,tt0174336"
nm0935895,Tony Winters,\N,\N,"actor,writer,producer","tt1586680,tt14547524,tt11041332,tt4419214"
nm0186915,Nikki Crawford,\N,\N,"actress,producer,miscellaneous","tt7235466,tt9421868,tt0452046,tt1378167"
nm0808917,Kellita Smith,1969,\N,"actress,soundtrack","tt0285341,tt3843168,tt2330327,tt3899796"
nm0627637,Kymberly Newberry,\N,\N,actress,"tt0106079,tt0112346,tt0107091,tt0181865"
nm0381283,Eva Herzigova,1973,\N,"actress,costume_designer,producer","tt0112366,tt0367188,tt3038006,tt0174646"
nm0641930,Patrick O'Neal,1967,\N,"actor,soundtrack,miscellaneous","tt0486946,tt0099423,tt0196223,tt0118742"
nm0385674,Grainger Hines,\N,\N,"actor,writer,producer","tt9179552,tt6412452,tt2937900,tt1699748"
nm0628233,Phyllis Newman,1933,2019,"actress,soundtrack,writer","tt0308383,tt0062595,tt0093493,tt0118691"
nm0267506,Anna Faris,1976,\N,"actress,producer,soundtrack","tt0175142,tt0852713,tt0433400,tt0362120"
nm0009016,Jon Abrahams,1977,\N,"actor,director,producer","tt0212338,tt0397065,tt0175142,tt5073756"
nm0005541,Marlon Wayans,1972,\N,"actor,writer,soundtrack","tt1046173,tt0381707,tt0116126,tt0430304"
nm0001182,Carmen Electra,1972,\N,"actress,producer,soundtrack","tt0362120,tt0799949,tt1073498,tt0175142"
nm0001541,Kylie Minogue,1968,\N,"music_artist,soundtrack,actress","tt0088580,tt0203009,tt2126355,tt0111301"
nm0578853,Ben Mendelsohn,1969,\N,"actor,producer,soundtrack","tt1313092,tt1345836,tt1677720,tt3748528"
nm0528539,Simon Lyndon,1971,\N,"actor,director,writer","tt0221073,tt1604070,tt0120863,tt0118735"
nm0275913,David Field,\N,\N,"actor,director,writer","tt5016504,tt0429087,tt3097204,tt4651812"
nm0569790,Douglas McGrath,1958,2022,"writer,actor,director","tt0465538,tt0147612,tt0109348,tt0116191"
nm0000244,Sigourney Weaver,1949,\N,"actress,producer,soundtrack","tt0118583,tt0095243,tt0499549,tt0078748"
nm0002117,Paul Guilfoyle,\N,\N,"actor,producer","tt5853176,tt0119942,tt0119488,tt0118571"
nm0000470,Jeffrey Jones,1946,\N,"actor,soundtrack,miscellaneous","tt0091225,tt0109707,tt0091042,tt0086879"
nm0001057,Toni Collette,1972,\N,"actress,producer,soundtrack","tt0276751,tt0274558,tt7784604,tt0167404"
nm0185819,Daniel Craig,1968,\N,"actor,producer,soundtrack","tt0381061,tt1074638,tt2379713,tt2382320"
nm0001020,Katrin Cartlidge,1961,2002,actress,"tt0118818,tt0120681,tt0107653,tt0115751"
nm0867017,Stephen Tompkinson,1965,\N,"actor,producer,music_department","tt0098781,tt0115105,tt0115744,tt2115325"
nm0040015,Mackenzie Astin,1973,\N,"actor,soundtrack","tt4254242,tt1837576,tt0078610,tt0110157"
nm0276062,Todd Field,\N,\N,"actor,director,writer","tt14444726,tt0247425,tt0404203,tt0120663"
nm0000539,Dina Meyer,1968,\N,"actress,producer","tt0113481,tt0120201,tt0253754,tt0387564"
nm0906031,Natasha Gregson Wagner,1970,\N,"actress,producer,soundtrack","tt0103893,tt0116922,tt0146336,tt0146882"
nm0001953,Moritz Bleibtreu,1971,\N,"actor,producer,director","tt0177858,tt0250258,tt0119472,tt0130827"
nm0666788,Christiane Paul,1974,\N,actress,"tt14449470,tt9812666,tt4643084,tt0177858"
nm0476011,Mehmet Kurtulus,1972,\N,"actor,producer,soundtrack","tt0162426,tt2088003,tt0177858,tt0806910"
nm0960380,Idil Üner,1971,\N,"actress,soundtrack,director","tt0880502,tt0347048,tt0421625,tt0305759"
nm0385029,Ali Hillis,1978,\N,"actress,soundtrack,producer","tt0417001,tt2960890,tt1839558,tt1014775"
nm0458468,Jeremy Klavens,1971,\N,"editorial_department,editor,actor","tt6710612,tt0776769,tt0177513,tt0808235"
nm0490348,Alyce LaTourelle,1970,\N,actress,"tt0175553,tt0098878,tt0177513,tt0169299"
nm0837985,Brian Sullivan,\N,\N,"actor,producer","tt3562786,tt2492296,tt0246205,tt0203259"
nm0000238,Shannon Tweed,1957,\N,"actress,producer,miscellaneous","tt0165710,tt0112942,tt0110675,tt0094834"
nm0001781,Julie Strain,1962,2021,"actress,producer,director","tt0106922,tt0119273,tt0109254,tt0110622"
nm0111955,Deanna Brooks,1974,\N,actress,"tt0177185,tt0841046,tt0463935,tt0422267"
nm0889738,Richie Varga,1970,\N,"actor,miscellaneous","tt0177185,tt0251636,tt0116213,tt0114369"
nm0048932,Simon Baker,1969,\N,"actor,producer,director","tt0418819,tt1196946,tt0458352,tt1615147"
nm0295484,Anna Friel,1976,\N,"actress,soundtrack","tt0457400,tt0300556,tt0925266,tt1219289"
nm0001763,Nick Stahl,1979,\N,"actor,producer,assistant_director","tt0401792,tt0181852,tt0247425,tt0107501"
nm0168262,Rory Cochrane,\N,\N,"actor,soundtrack","tt12800524,tt5478478,tt4537896,tt1355683"
nm0532815,Angus MacInnes,1947,\N,actor,"tt0113492,tt0076759,tt0167190,tt0090329"
nm0376456,Ian Henderson,1968,\N,actor,"tt3872778,tt0101194,tt0178866,tt0111151"
nm0085860,Paul Blackthorne,1969,\N,"actor,producer,director","tt2027128,tt0169102,tt0479162,tt2193021"
nm0765666,Philippe Sartori,\N,\N,actor,tt0178866
nm0956136,Rick Ziegler,\N,\N,actor,tt0177213
nm0768225,Tom Sawyer,\N,\N,"actor,writer,cinematographer",tt0177213
nm1055692,Spencer Koerner,\N,\N,actor,tt0177213
nm0507872,Will Lewis,\N,\N,actor,"tt0177213,tt1475106,tt0354704"
nm0000792,Tom Arnold,1959,\N,"actor,producer,writer","tt0111503,tt0242445,tt0117768,tt0119640"
nm0001530,William McNamara,\N,\N,"actor,producer,director","tt0096171,tt11416582,tt0112722,tt0110936"
nm0000871,Randall Batinkoff,1968,\N,"actor,producer,director","tt2357144,tt0105327,tt0119874,tt0103893"
nm0014133,Paul Ahmarani,1972,\N,actor,"tt1374992,tt1638277,tt0260193,tt0810809"
nm0491021,Carole Laure,1948,\N,"actress,director,writer","tt0083284,tt0085901,tt0322279,tt0412554"
nm0000911,Nigel Bennett,1949,\N,"actor,director,soundtrack","tt0115243,tt5580390,tt0284978,tt0103417"
nm0850329,Andrew Tarbet,1971,\N,"actor,director,writer","tt9156082,tt1528100,tt0351977,tt0383216"
nm0531014,Moussa Maaskri,1962,\N,"actor,writer","tt1167638,tt2404311,tt10696896,tt0179987"
nm0560906,Antoine Maulini,\N,\N,actor,tt0179987
nm0004381,Emma de Caunes,1976,\N,"actress,director,producer","tt0401383,tt0453451,tt0354899,tt0120405"
nm0468133,Anton Kouznetsov,\N,2013,actor,"tt1321865,tt0179987,tt1661320,tt0123013"
nm0001212,Joseph Fiennes,1970,\N,"actor,producer,director","tt0138097,tt0127536,tt3231054,tt0379889"
nm0406975,Rhys Ifans,1967,\N,"actor,soundtrack,producer","tt0948470,tt3774114,tt0125439,tt1521197"
nm0001216,Tara Fitzgerald,1967,\N,"actress,director,producer","tt3569230,tt1528100,tt0115744,tt0111201"
nm0001244,Sadie Frost,1965,\N,"actress,producer,director","tt0211577,tt0103874,tt0346156,tt0199727"
nm0693090,Brian Poth,1975,\N,"actor,writer,editor","tt0248654,tt0313043,tt0844441,tt0452046"
nm0082433,Simon Billig,\N,\N,"actor,producer","tt0112178,tt0120863,tt0105946,tt0118492"
nm0128866,Alex Cain,\N,\N,"writer,producer,editor","tt8362676,tt2638136,tt2789032,tt0300922"
nm0702862,David Quane,\N,\N,"actor,producer,miscellaneous","tt2465308,tt0131369,tt22494914,tt0165710"
nm0788009,Garry Shandling,1949,2016,"writer,actor,producer","tt1228705,tt0103466,tt1843866,tt0090459"
nm0000906,Annette Bening,1958,\N,"actress,producer,soundtrack","tt0099703,tt0169547,tt0842926,tt4385888"
nm0000422,John Goodman,1952,\N,"actor,soundtrack,producer","tt0101410,tt1907668,tt1179933,tt1024648"
nm0001427,Greg Kinnear,1963,\N,"actor,producer,writer","tt0114319,tt0119822,tt0128853,tt0449059"
nm0001388,Amy Irving,1953,\N,"actress,soundtrack,producer","tt0181865,tt0074285,tt0094921,tt1185836"
nm0265155,Antônio Fagundes,1949,\N,"actor,producer,writer","tt0267218,tt1124063,tt0149541,tt0144043"
nm0096542,Alexandre Borges,1966,\N,"actor,producer,art_department","tt0303408,tt0138256,tt0114651,tt1781724"
nm0088614,Débora Bloch,1963,\N,"actress,director,miscellaneous","tt0147099,tt0146479,tt0138260,tt0209804"
nm0005273,Alessandro Nivola,1972,\N,"actor,producer,soundtrack","tt6108178,tt0119094,tt1800241,tt8110232"
nm0000224,Alicia Silverstone,1976,\N,"actress,producer,soundtrack","tt0119086,tt0124298,tt0118688,tt0112697"
nm0001523,Natascha McElhone,1969,\N,"actress,producer,soundtrack","tt0488085,tt0120382,tt0122690,tt0307479"
nm0000110,Kenneth Branagh,1960,\N,"actor,producer,director","tt0107616,tt3402236,tt0097499,tt0116477"
nm0305296,José Garcia,1966,\N,"actor,writer","tt0422015,tt0120471,tt2368619,tt1670345"
nm0687914,Denis Podalydès,1963,\N,"actor,miscellaneous,writer","tt0123923,tt12078024,tt0382625,tt1711484"
nm0077449,Jackie Berroyer,1946,\N,"actor,writer,director","tt0101364,tt0105260,tt0109772,tt0380773"
nm0046347,Edouard Baer,1966,\N,"actor,writer,director","tt0269329,tt0796335,tt0216590,tt0250223"
nm0335789,Marc Grapey,1964,\N,"actor,sound_department,soundtrack","tt4655480,tt0367279,tt0116041,tt0159206"
nm0364117,Rebecca Harrell Tickell,1980,\N,"actress,producer,director","tt0098115,tt1939753,tt0463990,tt8618654"
nm0002033,Tyne Daly,1946,\N,"actress,soundtrack,writer","tt0074483,tt0083395,tt2250912,tt0209069"
nm0002078,Frederic Forrest,1936,2023,actor,"tt0078788,tt0106856,tt0071360,tt0096639"
nm0001368,Ernie Hudson,1945,\N,"actor,producer,soundtrack","tt0087332,tt0109506,tt0097428,tt7146326"
nm0002101,Robin Givens,1964,\N,"actress,director,soundtrack","tt14128670,tt0109288,tt0103859,tt5478918"
nm0000739,Debbie Allen,1950,\N,"producer,actress,director","tt0080716,tt0083412,tt0118607,tt0413573"
nm0712675,Lou Rawls,1933,2006,"soundtrack,actor,music_department","tt0120784,tt0118747,tt0290095,tt0082136"
nm0193661,Sinéad Cusack,1948,\N,actress,"tt0765443,tt0117737,tt0434409,tt1646987"
nm0000554,Sam Neill,1947,\N,"actor,producer,director","tt0107822,tt4698684,tt0107290,tt0104850"
nm0628563,Matthew Newton,1977,\N,"actor,writer,director","tt0238546,tt6680312,tt5447816,tt1239388"
nm0126284,Rose Byrne,1979,\N,"actress,producer,soundtrack","tt1478338,tt3079380,tt2004420,tt1591095"
nm0663208,Fred Parnes,\N,\N,"actor,producer,director","tt0758784,tt0120906,tt0117008,tt0183488"
nm0753068,Christopher Rydell,1963,\N,"actor,writer,miscellaneous","tt0097530,tt0089560,tt0089222,tt0082846"
nm0193104,Mark Curry,1961,\N,"actor,miscellaneous,writer","tt0270911,tt1693843,tt0120591,tt2382108"
nm1090638,Paulina Mielech,\N,\N,"actress,producer","tt0806901,tt0183488,tt0302925,tt0306748"
nm0000120,Jim Carrey,1962,\N,"actor,writer,soundtrack","tt0338013,tt0315327,tt0110475,tt0109040"
nm0000250,Renée Zellweger,1969,\N,"actress,producer,soundtrack","tt0116695,tt0243155,tt0299658,tt0159365"
nm0026364,Anthony Anderson,1970,\N,"actor,producer,soundtrack","tt0407887,tt0257568,tt0418279,tt0410097"
nm0115236,Mongo Brownlee,1971,\N,actor,"tt0183505,tt0106079,tt0118798,tt0118880"
nm0000507,Rob Lowe,1964,\N,"actor,producer,soundtrack","tt0105793,tt0090060,tt0086066,tt0145660"
nm0002006,Thomas Haden Church,1960,\N,"actor,miscellaneous,producer","tt0413300,tt10872600,tt1282140,tt0375063"
nm0108295,Paget Brewster,1969,\N,"actress,soundtrack,producer","tt0452046,tt1439629,tt14500082,tt9827854"
nm0480465,Jordan Ladd,1975,\N,actress,"tt0303816,tt0331953,tt1028528,tt0151738"
nm0001082,Billy Crudup,1968,\N,"actor,producer,soundtrack","tt0181875,tt0319061,tt0409459,tt4385888"
nm0297578,Patrick Fugit,1982,\N,"actor,producer,camera_department","tt0181875,tt2267998,tt0477139,tt0332375"
nm0005028,Kate Hudson,1979,\N,"actress,soundtrack,producer","tt0181875,tt0901476,tt0251127,tt0770752"
nm0000531,Frances McDormand,1957,\N,"actress,producer,soundtrack","tt1748122,tt0181875,tt5027774,tt0116282"
nm0653248,Götz Otto,1967,\N,"actor,writer","tt1034314,tt10593334,tt0120347,tt1371111"
nm0004904,Angie Everhart,1969,\N,"actress,producer","tt0297012,tt0117826,tt0810922,tt0107362"
nm0001638,Jürgen Prochnow,1941,\N,"actor,producer,soundtrack","tt0082096,tt0113492,tt0116209,tt0087182"
nm0700269,Mariusz Pujszo,1957,\N,"actor,writer,director","tt0813551,tt14734116,tt0951224,tt0118876"
nm0085411,Marie Black,\N,\N,"actress,writer","tt1293093,tt0323050,tt0326976,tt0184009"
nm0926874,Ryan Wickerham,1973,\N,"actor,writer,producer","tt1454705,tt1227376,tt1842494,tt16994444"
nm0424703,Cameron Johnson,\N,\N,"actor,writer","tt0184009,tt1672613,tt0258604,tt5881970"
nm0830567,Dee-Dee Stirneman,\N,\N,"actress,script_department","tt0109363,tt0296745,tt0244030,tt0184009"
nm0486188,Rémi Lange,1969,\N,"director,actor,writer","tt0304790,tt10556220,tt0139509,tt4316066"
nm0654892,David P.,\N,\N,actor,"tt0184056,tt0907891"
nm0663064,Antoine Parlebas,\N,\N,"editor,actor,writer","tt0345654,tt0139509,tt0304790,tt10590532"
nm0486140,Jacques Lange,\N,\N,"actor,cinematographer","tt1247377,tt0345654,tt10556220,tt0139509"
nm0618651,Samy Naceri,1961,\N,"actor,soundtrack","tt0183869,tt0295721,tt0804540,tt0152930"
nm0225899,Frédéric Diefenthal,1968,\N,"actor,producer","tt0152930,tt0804540,tt0183869,tt0295721"
nm0803558,Emma Wiklund,1968,\N,actress,"tt0183869,tt0804540,tt0295721,tt0152930"
nm0182839,Marion Cotillard,1975,\N,"actress,soundtrack,producer","tt2053425,tt0450188,tt1375666,tt2737050"
nm0772589,Thomas Schmauser,1972,\N,actor,"tt0806029,tt0424205,tt5462886,tt7200032"
nm0001262,Ben Gazzara,1930,2012,"actor,director,soundtrack","tt0052561,tt0074749,tt0098206,tt0118715"
nm0000329,Jackie Chan,1954,\N,"producer,actor,stunts","tt0089374,tt0127357,tt0120812,tt0266915"
nm0005562,Owen Wilson,1968,\N,"actor,producer,writer","tt0115734,tt0335438,tt0396269,tt0265666"
nm0005154,Lucy Liu,1968,\N,"actress,director,producer","tt0266697,tt0305357,tt0160127,tt0299658"
nm0581266,Brandon Merrill,\N,\N,actress,tt0184894
nm0596761,Olga Molina,1987,\N,actress,"tt0184849,tt0124938,tt0115267"
nm0725603,Beatriz Rico,1970,\N,"actress,producer,soundtrack","tt0425542,tt2113658,tt2144041,tt2172869"
nm0655759,Paz Padilla,1969,\N,"actress,soundtrack","tt0294707,tt0338639,tt0229935,tt0406439"
nm0013516,Fernando Aguilar,\N,\N,actor,"tt0297174,tt0338639,tt0289461,tt0287749"
nm0000331,Chevy Chase,1943,\N,"actor,writer,soundtrack","tt0104850,tt0092086,tt0085995,tt0080487"
nm0916406,Mark Webber,1980,\N,"actor,producer,writer","tt0446029,tt1827578,tt1095001,tt2059171"
nm0004922,Schuyler Fisk,1982,\N,"soundtrack,actress","tt0273923,tt0184907,tt1972779,tt1498569"
nm0254402,Chris Elliott,1960,\N,"actor,writer,producer","tt0129387,tt0096754,tt0109361,tt0107048"
nm0001191,Adam Sandler,1966,\N,"actor,producer,soundtrack","tt0142342,tt0120888,tt0185431,tt0120484"
nm0000099,Patricia Arquette,1968,\N,"actress,producer,director","tt0145531,tt1065073,tt0412175,tt0108399"
nm0000172,Harvey Keitel,1939,\N,"actor,producer,soundtrack","tt0103759,tt2278388,tt0110912,tt0105236"
nm0406975,Rhys Ifans,1967,\N,"actor,soundtrack,producer","tt0948470,tt3774114,tt0125439,tt1521197"
nm0019244,Hans Alfredson,1931,2017,"actor,writer,director","tt0089124,tt0073946,tt1343097,tt0083888"
nm0919402,Margreth Weivers,1926,2021,actress,"tt9141320,tt0065955,tt0103480,tt0104761"
nm0616593,Jan Mybrand,1959,\N,"actor,producer","tt3750872,tt0115359,tt0385405,tt0131186"
nm0902059,Tomas von Brömssen,1943,\N,"actor,writer,soundtrack","tt0087677,tt0113720,tt0073954,tt0089606"
nm0781899,Pamela Adlon,1966,\N,"actress,producer,writer","tt0216651,tt0084021,tt1492966,tt4370596"
nm0061920,Robert Bauer,\N,\N,"producer,actor,writer","tt7654464,tt2124991,tt0473308,tt3829884"
nm0233208,Nicole Dooley,\N,\N,actress,"tt0186029,tt0101198,tt0367409,tt0242399"
nm0001623,Maria Pitillo,1966,\N,actress,"tt0108399,tt0110632,tt0103939,tt0120685"
nm0927641,Kai Wiesinger,1966,\N,"actor,writer,producer","tt0118529,tt0106339,tt0107330,tt4714132"
nm0956183,Marie Zielcke,1979,\N,actress,"tt1320320,tt0120259,tt0469876,tt0389738"
nm0293695,Jochen Nickel,1959,\N,"actor,soundtrack","tt3312274,tt0108052,tt0108211,tt0097910"
nm0742047,Michaela Rosen,1956,\N,"actress,miscellaneous","tt0382572,tt0330052,tt0187880,tt5191110"
nm0005327,Freddie Prinze Jr.,1976,\N,"actor,producer,writer","tt0130018,tt0119345,tt0160862,tt0267913"
nm0005466,Julia Stiles,1981,\N,"actress,producer,director","tt0147800,tt0206275,tt1045658,tt0337697"
nm0004757,Selma Blair,1972,\N,actress,"tt0411477,tt0139134,tt0167190,tt0253867"
nm0004999,Shawn Hatosy,1975,\N,"actor,director,writer","tt0133751,tt0426883,tt1299368,tt5574490"
nm0000140,Michael Douglas,1944,\N,"actor,producer,soundtrack","tt1291580,tt0094291,tt0088011,tt0093010"
nm0001497,Tobey Maguire,1975,\N,"actor,producer,director","tt0765010,tt0120789,tt0185014,tt0145487"
nm0000531,Frances McDormand,1957,\N,"actress,producer,soundtrack","tt1748122,tt0181875,tt5027774,tt0116282"
nm0000375,Robert Downey Jr.,1965,\N,"actor,producer,soundtrack","tt4154796,tt0371746,tt0988045,tt1300854"
nm0000362,Danny DeVito,1944,\N,"actor,producer,director","tt0119488,tt0098621,tt0117008,tt0103776"
nm0000541,Bette Midler,1945,\N,"soundtrack,actress,producer","tt0091877,tt0107120,tt0094715,tt0116313"
nm0000117,Neve Campbell,1973,\N,"actress,producer,soundtrack","tt0120890,tt0117571,tt0134084,tt0120082"
nm0000130,Jamie Lee Curtis,1958,\N,"actress,producer,director","tt6710474,tt1502407,tt0111503,tt0077651"
nm0001860,Alicia Witt,1975,\N,"actress,soundtrack,music_department","tt0087182,tt0146336,tt0411061,tt0408985"
nm0001213,Harvey Fierstein,1954,\N,"actor,soundtrack,writer","tt0107614,tt0120762,tt0109348,tt0116629"
nm0486728,Brooke Langton,1970,\N,"actress,soundtrack,writer","tt2402207,tt0117802,tt0758745,tt0191397"
nm0301959,Johnny Galecki,1975,\N,"actor,producer,soundtrack","tt0898266,tt0120241,tt0097958,tt0094540"
